id,url,valid
1,https://entry11.bk.mufg.jp/ibg/dfw/APLIN/loginib/login?_TRANID=AG004_001,0
2,https://www.smbc-card.com/mem/index.jsp,0
3,https://auth.services.adobe.com/ja_JP/index.html?callback=https%3A%2F%2Fims-na1.adobelogin.com%2Fims%2Fadobeid%2FAdobeSupport1%2FAdobeID%2Ftoken%3Fredirect_uri%3Dhttps%253A%252F%252Fhelpx.adobe.com%252Fjp%252Fmanage-account%252Fusing%252Faccess-adobe-id-account.html%2523old_hash%253D%2526from_ims%253Dtrue%253Fclient_id%253DAdobeSupport1%2526api%253Dauthorize%2526scope%253DAdobeID%252Copenid%252Cgnav%252Ccreative_cloud%252Cread_organizations%252Cadditional_info.projectedProductContext%252Cadditional_info.roles%26state%3D%257B%2522ac%2522%253A%2522AdobeSupport1%2522%252C%2522jslibver%2522%253A%2522v2-v0.40.0-17-g241fb07%2522%252C%2522nonce%2522%253A%25227201465602055269%2522%257D%26code_challenge_method%3Dplain%26use_ms_for_expiry%3Dtrue&client_id=AdobeSupport1&scope=AdobeID%2Copenid%2Cgnav%2Ccreative_cloud%2Cread_organizations%2Cadditional_info.projectedProductContext%2Cadditional_info.roles&state=%7B%22ac%22%3A%22AdobeSupport1%22%2C%22jslibver%22%3A%22v2-v0.40.0-17-g241fb07%22%2C%22nonce%22%3A%227201465602055269%22%7D&relay=143592b9-31ac-4e06-9fca-67f4b5c50ad6&locale=ja_JP&flow_type=token&idp_flow_type=login&s_p=google%2Cfacebook%2Capple&response_type=token&code_challenge_method=plain&redirect_uri=https%3A%2F%2Fhelpx.adobe.com%2Fjp%2Fmanage-account%2Fusing%2Faccess-adobe-id-account.html%23old_hash%3D%26from_ims%3Dtrue%3Fclient_id%3DAdobeSupport1%26api%3Dauthorize%26scope%3DAdobeID%2Copenid%2Cgnav%2Ccreative_cloud%2Cread_organizations%2Cadditional_info.projectedProductContext%2Cadditional_info.roles&use_ms_for_expiry=true#/,0
4,https://info.microsoft.com/ww-landing-microsoft-research-newsletter.html?wt.mc_id=S-webpage_msr-homepage,0
5,https://app.box.com/login,0
6,https://github.com/login,0
7,https://e-words.jp/w/http-equiv%E5%B1%9E%E6%80%A7.html,0
8,https://accounts.google.com/Login?hl=ja&service=writely&lp=1,0
9,https://play.google.com/store/apps/details?id=com.google.android.apps.docs&hl=ja&gl=US,0
10,https://www.youtube.com/,0
11,https://www.netflix.com/,0
12,https://www.cloudflare.com/ja-jp/learning/network-layer/what-is-an-autonomous-system/,0
13,https://account.line.biz/login?redirectUri=https%3A%2F%2Fdevelopers.line.biz%2Fconsole%2Fchannel%2F2002260252%2Fliff,0
14,https://ats-entry.hito-link.jp/sites/sbtechnology/login,0
15,https://login.microsoftonline.com/organizations/oauth2/v2.0/authorize?redirect_uri=https%3A%2F%2Fportal.azure.com%2Fsignin%2Findex%2F&response_type=code%20id_token&scope=https%3A%2F%2Fmanagement.core.windows.net%2F%2Fuser_impersonation%20openid%20email%20profile&state=OpenIdConnect.AuthenticationProperties%3DD7wMAb4NIvVhYEyUTuOA1zqvOxaiC-3mQYXWkupPFUsAjOmmr0-ql7ZKdFnMH1xfZdTRinH79O3Ssv1-fy2VFqwNmnhGVJp33cGaZVBelCgX2g2BHuem-oNXhLTZ_G_OTANkRFWCwzgEzTYts9HFFlsXskhc88dcF0eVKKD1j8Xz5N0LkNIk1I4XvL4xvDFvD9fJ70bKyLI_WbfPPSELmm6--iKWEhYikRjui6i61zfhXlunCJxhEinNAtqZ9mNxi4OAuo54FDtMadQWqNFJUIqYoR6En-KHa7bNMuHmKMRl226q1ECvWdVn4JbGq31gFgFcpaEyrQL43lK_EhGL-GKRgls5OdXL49v1icNlr2yKgTBLLNXsdxLOFXA1LVi1PG22qUYRjDMi7iwoYD4xFSNx1eLPjRjteYi9gDjO52no7LQRmOA7Mka49klnEi1A04IwFL5U-YuPTZf3iDaijZ1kvbZkjs5UVjyordLkWMm0Z3HBTuxdcJxjkrQTxkms&response_mode=form_post&nonce=638456588726002832.YjM5MzZiMzMtZWU4Ny00Mzc2LTg3M2EtZmRmYzZmNDZlZjVmMjM3YTdiZTUtNWJlNC00ZmZjLWI1ZTMtMDJmODcwMGRjNjZl&client_id=c44b4083-3bb0-49c1-b47d-974e53cbdf3c&site_id=501430&client-request-id=cf39aff8-b541-4834-83cd-39a7476df4b3&x-client-SKU=ID_NET472&x-client-ver=7.2.0.0,0
16,https://itee.ipa.go.jp/ipa/user/public/,0
17,https://weathernews.jp/,0
18,https://admin.google.com/ServiceNotAllowed?service=chromewebstore,0
19,https://signup.microsoft.com/get-started/signup?skug=Education&StepsData.Email=inayura0510%40keio.jp&sku=e82ae690-a2d5-4d76-8d30-7c6e01e6022e&pi=4&email=inayura0510%40keio.jp&products=e82ae690-a2d5-4d76-8d30-7c6e01e6022e&ali=1,0
20,https://paiza.jp/sign_in,0
21,https://www.google.com/,0
22,https://www.facebook.com/,0
23,https://www.instagram.com/,0
24,https://twitter.com/,0
25,https://www.baidu.com/,0
26,https://www.wikipedia.org/,0
27,https://www.yahoo.com/?guccounter=1&guce_referrer=aHR0cHM6Ly9jaGF0Lm9wZW5haS5jb20v&guce_referrer_sig=AQAAAB0LGp_W9PMdWdFHPqTnuaRVX0uSl0wwWnNSoezxQkBae1-5QkR7bRU49t_l7JaJzfoLPcySf6Jp0IF995ScNtk6C6nJP1u_r8imnkwEhqiODx8oQsZYWpKWLzTB-b06_tBPId21ot163jyoe50n9gQZ29OU8NjUZwl-rOEXi9OV,0
28,https://dzen.ru/?yredirect=true&utm_referrer=chat.openai.,0
29,https://www.whatsapp.com/,0
30,https://www.whatsapp.com/,0
31,https://abema.tv,0
32,https://www.canva.com/ja_jp/login/,0
33,https://www.dailymotion.com/jp,0
34,https://jp.pornhub.com,0
35,https://www.xvideos.com/lang/japanese,0
36,https://xn--h-k9tybb8g5ivhkczry701afhpm4sru6d.net/,0
37,https://loveh.org/,0
38,https://www.dmm.co.jp/age_check/=/?rurl=http%3A%2F%2Fwww.dmm.co.jp%2Fdigital%2Fvideoa%2F-%2Flist%2F%3Fkeyword%3D35,0
39,https://www.dmm.co.jp/digital/videoa/-/list/?keyword=35,0
40,https://milk-key.com/movie/page/3/,0
41,https://fmovies2.me/,0
42,https://v.qq.com/,0
43,https://www.bilibili.com/,0
44,https://www.iqiyi.com/,0
45,www.youku.com,0
46,http://www.miguvideo.com/,0
47,https://www.1905.com/,0
48,https://www.viki.com/,0
49,http://v.baidu.com/,0
50,https://honichi.com/news/2019/04/22/inboundxchinamovie/,0
51,https://www.tudou.com/,0
52,https://dramanavi.net/articles/242349,0
53,https://vimeo.com/,0
54,https://kinsta.com/knowledgebase/wordpress-jetpack/,0
55,https://developer.nvidia.com/ja-jp/embedded/jetpack,0
56,https://gigazine.net/,0
57,https://www.yahoo.co.jp/,0
58,https://www.rakuten.ne.jp/gold/riup/sd/regenne/?s-id=hld_rup_top_slider_regenne&yahoo_display_2&yclid=YJAD.1710062967.A3d97WUAAL2jkAMGlR7bECBvPHlL9CD2-Iyq4SuMEpYjl8Rzd2jZHwFO9OfY4P2wI8xMeyvIRm0hiAGnQrWxj9_HfKDJ1WHXs4PK8hPCQRd078iaYDCrTUtSvH6zJyrst9hrxIOpS6pFjBWbi0Mf0ffYq1UKjWSslVJZGLLO7ZhEkaonuC7PDU8XcIko9hXYEw&yj_r=2,0
59,https://2chmm.com/,0
60,https://www.dlsite.com/modpub/promo/maniax/RJ276879_8/?utm_source=maist_pc&utm_medium=banner&utm_campaign=maniax&utm_content=RJ276879&me_xid=bdc0c5cc680a24570ffeb504e7172565,0
61,https://login.dlsite.com/login,0
62,https://games.dmm.co.jp/detail/batsubyor?utm_content=310728&utm_source=Geniee&utm_medium=display&utm_campaign=nml,0
63,https://ad.games.dmm.co.jp/cherrytale_r01/index.html?utm_content=310720&utm_source=Geniee&utm_medium=display&utm_campaign=nml,0
64,https://i2chmeijin.com/blog-entry-19416.html,0
65,https://www.sophos.com/ja-jp/products/managed-detection-and-response/contact-request?utm_source=dv360&utm_medium=display&utm_campaign=mg-2023-apj-japan-jp-demg-dv360-ret-convr-mdr-social-evergreen&utm_term=website%20visitors&utm_content=speak%20with%20an%20expert&cmp=7014w000001sva0AAA&dclid=CjgKEAiA0bWvBhDVzKPfg6K0iXMSJADZdT8-brQe5HbymcUqQOpBfbMzLB_mYdKsl1a0QX6DarDmNPD_BwE,0
66,https://www.shiftsecurity.jp/lp/?gclid=CjwKCAiA0bWvBhBjEiwAtEsoWweUgXKFIO0DZfhFdESw5HaGmSaHyNlm3ZaxlHIGqCHmZcAU6g1GXRoCC-sQAvD_BwE,0
67,https://www.amazon.co.jp/dp/4864109567?psc=1&tag=syougimeijin-22&th=1&linkCode=osi,0
68,http://oniyomech.livedoor.biz/,0
69,https://open2ch.net/menu/,0
70,https://h5.g123.jp/game/vividarmy?platform=adroute&utm_source=adroute&utm_campaign=vividarmy_ja_NewDisplayCreateroleB_adn_pc&utm_adgroup=cr_adult&utm_content=vividarmy20240205_ja_kp002_300-600.jpg&adroute_aff_oid=545&adroute_aff_ucode=25e240ee070d73a3373a38dcc479f93660ff4c892709690ad40d1b9f530e0c88_pcKey&utm_term=145795&lang=ja,0
71,https://kizuna.5ch.net/ms/?v=pc,0
72,https://girlschannel.net/,0
73,https://obutsumania.com/,0
74,https://f.haisetu.net/,0
75,https://unkomania.com/,0
76,https://sukatoroland.com/,0
77,https://www.threads.net/login,0
78,https://leetcode.com/discuss/interview-question/396769/,0
79,https://qiita.com/KEINOS/items/c92268386d265042ea16#ts-dr-%E6%9C%80%E9%80%9F%E3%81%AEdb%E3%82%AD%E3%83%BC%E6%A4%9C%E7%B4%A2%E3%82%92%E6%B1%82%E3%82%81%E3%81%A6-with-sqlite3,0
80,https://support.google.com/mail/answer/8494?hl=ja&co=GENIE.Platform%3DDesktop,0
81,https://www.google.co.jp › mail › help › intl › about,0
82,https://jujutsukaisen.jp/,0
83,https://www.anime-chiikawa.jp/,0
84,https://piyolog.hatenadiary.jp/entry/2022/06/24/005044,0
85,https://www.cas.go.jp/index.html,0
86,https://www.clb.go.jp/,0
87,https://www.digital.go.jp/,0
88,https://www.gov-online.go.jp/governmentlinks/,0
89,https://www.e-gov.go.jp/government-directory/ministries-and-agencies.html,0
90,https://www.scj.go.jp/,0
91,https://www.mod.go.jp/atla/,0
92,https://myna.go.jp/beta/,0
93,https://www.city.sumida.lg.jp/,0
94,https://www.city.sanuki.kagawa.jp/,0
95,https://www.waseda.jp/top/,0
96,https://www.keio.ac.jp/ja/,0
97,http://www.u-tokyo.ac.jp/,0
98,https://www.mit.edu/,0
99,https://www.harvard.edu/,0
100,https://www.deepl.com/ja/translator?referrer=https%3A%2F%2Fwww.google.com%2F,0
101,https://www.deepl.com/ja/login,0
